set,TE,rowsums.pseudobulk,rowsums.cellbycell,rowsums.bycluster,cells.pseudobulk,cells.individual,cells.clusters,sample.name
ByCluster,L1FLnI_1p36.33b,0,0,5,0,0,5,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_1p34.3a,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_1p31.3c,0,0,3,0,0,3,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_1p31.2f,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_1p31.1d,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_1p21.2d,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,PRIMA4_1q21.1d,0,0,3,0,0,3,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_1q21.2c,0,0,16,0,0,16,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_1q43b,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_1q44m,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVW_2p24.2,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_2p24.1g,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_2p16.1aa,0,0,7,0,0,7,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_2p12k,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_2p11.2q,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_2q13b,0,0,8,0,0,5,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLI_2q24.3b,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_2q34m,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_3q22.2j,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1ORF2_3q27.3b,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_4q25v,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_4q28.3f,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_5q11.1m,0,0,2,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_5q33.1s,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_6q14.3t,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_6q23.3,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_6q27w,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_7p11.2p,0,0,4,0,0,4,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_7q21.11ua,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_8q11.21z,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVW_8q13.2,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_8q22.1c,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_8q22.1h,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_9q13a,0,0,4,0,0,4,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_9q21.11e,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_10p11.1g,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVIP10FH_10q23.1,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_10q23.33n,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_10q25.3,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_11p15.1h,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_11p11.2p,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_12q14.1b,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_13q22.3,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_14q21.3b,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_15q11.2f,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_15q13.2a,0,0,11,0,0,11,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_16p13.3,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_16q21c,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_18p11.32a,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_18q12.1a,0,0,3,0,0,3,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_18q22.1e,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_22q11.1c,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_Xp21.3a,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_Xq11.2c,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_Xq13.1ea,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_Xq21.1ze,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_Xq21.31na,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_Xq21.33ab,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_Xq22.1sa,0,0,17,0,0,17,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_Xq22.1ta,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_Xq22.3ab,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_Xq23b,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_Xq25na,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,L1FLnI_Xq26.3l,0,0,2,0,0,2,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,HERVH_Yp11.2d,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
ByCluster,MER4_Un_KI270743v1,0,0,1,0,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_1p36.33a,13,0,0,12,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_1q31.1s,4,0,0,4,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_1q31.1u,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HERVL_1q31.2a,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HERVH_1q41d,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_2p22.3l,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_2p16.3t,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_2p11.1a,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_3q13.13v,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HERVH_3q13.31a,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HERVE_3q21.2b,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HERVH_4q22.2,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_4q28.3sa,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HERVH_5p12b,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_5q23.2b,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HML3_7p12.3a,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_7p11.2c,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_7q21.11qa,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_8q23.2c,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HERVH_9q21.11,2,0,0,2,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,ERVLB4_11p15.4a,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HERVH_11p15.4d,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_11p11.2f,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_11q14.3k,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_11q22.1fa,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,PRIMA41_12q12,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_12q14.1k,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_13q12.3d,2,0,0,2,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_14q21.2ba,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HERVH_14q32.31a,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_18p11.21g,2,0,0,2,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HERVW_18q21.32,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HARLEQUIN_19p13.2,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_21p12a,3,0,0,3,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HML3_22p11.2c,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,L1FLnI_Xq21.31e,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HERVFRD_Xq21.31d,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,LTR19_Xq27.1,3,0,0,3,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,HML2_Xq28b,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk,MER4_4_GL000008v2_random,1,0,0,1,0,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_1p36.32a,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_1p33d,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HUERSP1_1p13.3,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_1q21.1l,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_1q32.2b,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_1q42.12b,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,MER41_2p11.2,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HML2_2q21.1,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_2q21.2n,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_2q22.3u,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_2q24.3c,0,2,0,0,2,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_3p12.1a,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_3q12.2g,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HARLEQUIN_3q22.2,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVE_4p16.1g,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HARLEQUIN_4p14a,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HML2_4q13.2,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_4q13.3ca,0,2,0,0,2,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HARLEQUIN_4q24,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_5p15.2b,0,2,0,0,2,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_5q14.3ga,0,2,0,0,2,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_5q14.3pb,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_5q22.3k,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HARLEQUIN_5q23.1,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_5q33.2k,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_5q34da,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HARLEQUIN_6p21.32,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_6p21.2b,0,3,0,0,2,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_6q11.1a,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_6q23.2n,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_6q25.2b,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_6q26,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVL_7q31.1c,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_8p23.2b,0,2,0,0,2,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_8q11.1a,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVK11_8q11.1,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HARLEQUIN_8q12.1b,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVP71A_9q34.3,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_10p11.21g,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVW_10q21.2b,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_11q11r,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_12p12.3n,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_12q12,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVW_12q14.1,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVL_12q21.31g,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_12q23.1,0,2,0,0,2,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_13q14.3c,0,2,0,0,2,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_13q33.2,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,MER41_14q11.2c,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_14q21.3c,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_14q31.3f,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HML3_14q32.32,0,4,0,0,4,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_15q25.2o,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_15q25.3g,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,MER101_16p13.11,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_16p11.2s,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVK11_16q21,0,2,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_17p13.1,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_18q12.1ba,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_20p11.23f,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_22p11.2e,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,MER41_Xp11.23,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_Xq13.3oa,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HARLEQUIN_Xq23a,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_Xq24a,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,MER4_Xq27.2d,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_Xq27.3d,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,MER4_Xq28e,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,HERVH_Yp11.2e,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell,L1FLnI_Yq11.221p,0,1,0,0,1,0,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_1p31.3d,2,0,1,2,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_1p21.3s,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_1q21.1f,2,0,1,2,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_2p11.2s,2,0,1,2,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,ERVLE_3p24.2b,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_3q24b,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_3q24g,4,0,3,4,0,3,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVL_3q24f,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_3q26.2d,1,0,2,1,0,2,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_3q26.32a,2,0,3,2,0,3,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_3q28d,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_4q13.1wa,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_4q34.2a,2,0,1,2,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_5p14.3q,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVK11_5p13.1,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_5q31.1f,2,0,2,2,0,2,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1ORF2_8p23.2a,9,0,3,8,0,2,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_8p23.1b,2,0,2,2,0,2,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HML3_8q11.23a,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_8q21.3j,1,0,2,1,0,2,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVW_9p24.1,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_9p12b,6,0,4,6,0,4,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_9q21.11g,2,0,1,2,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_11p15.4b,2,0,2,2,0,2,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_13q21.32j,1,0,2,1,0,2,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_14q11.2b,1,0,2,1,0,2,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_14q11.2d,17,0,1,14,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_14q31.3s,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HML2_16p11.2a,6,0,3,6,0,3,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_18p11.31i,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,ERV316A3_19p13.3,2,0,2,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_19p13.3,2,0,1,2,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_19p12f,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_19q13.32a,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_Xp22.2d,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,MER41_Xq11.1c,10,0,2,10,0,2,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_Xq13.1la,46,0,7,39,0,6,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_Xq22.1ya,6,0,6,6,0,6,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_Xq27.3fa,1,0,1,1,0,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_1q42.2c,0,1,3,0,1,3,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_2q32.3a,0,1,2,0,1,2,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_2q32.3b,0,2,1,0,2,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_2q34d,0,1,2,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_3p26.3a,0,1,2,0,1,2,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_3p12.3q,0,2,2,0,2,2,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,ERVLB4_3q21.2,0,1,1,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_4q21.1a,0,1,1,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_5p15.1g,0,1,1,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_5q33.1q,0,1,2,0,1,2,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_6p22.3b,0,1,2,0,1,2,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_6q11.1k,0,1,1,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HML2_6q14.1,0,1,1,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_6q14.1ab,0,1,1,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_6q14.1xb,0,1,1,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1ORF2_6q16.3,0,1,1,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_6q23.2f,0,1,3,0,1,2,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_6q23.2j,0,2,1,0,2,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HML3_8q11.1b,0,1,1,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_8q23.3b,0,1,2,0,1,2,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_10q21.1o,0,1,2,0,1,2,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_10q21.3fa,0,1,5,0,1,5,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,ERV316A3_10q23.2a,0,1,10,0,1,8,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HML1_15q22.2,0,1,2,0,1,2,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1ORF2_18p11.21,0,1,15,0,1,14,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_20p12.1g,0,2,3,0,2,3,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_20q11.1c,0,1,2,0,1,2,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_20q11.1i,0,1,1,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
CellbyCell:ByCluster,HARLEQUIN_Xq21.1,0,1,1,0,1,1,10k_PBMC_3p_nextgem_Chromium_X
Pseudobulk:CellbyCell,L1FLnI_9q21.11h,2,1,0,2,1,0,10k_PBMC_3p_nextgem_Chromium_X
