set,TE,rowsums.pseudobulk,rowsums.cellbycell,rowsums.bycluster,cells.pseudobulk,cells.individual,cells.clusters,sample.name
ByCluster,L1FLnI_1p35.1d,0,0,2,0,0,2,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,PRIMA4_1q21.1d,0,0,12,0,0,12,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_2p16.1da,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HML3_2q23.3b,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVH_2q34d,0,0,3,0,0,3,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVE_4p16.3c,0,0,2,0,0,2,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_4p15.2n,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVH_4q32.3e,0,0,2,0,0,2,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVW_5p13.2b,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVK11_5p13.1,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_5q15g,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERV9_5q31.3,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVH_5q35.3,0,0,2,0,0,2,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_6q27w,0,0,6,0,0,6,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVL_7p12.3b,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HML3_7p11.2a,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVH_7q22.1b,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1ORF2_8p23.2b,0,0,3,0,0,3,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVH_8p23.1b,0,0,4,0,0,4,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_8p12d,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_8q21.13ha,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_9p12a,0,0,4,0,0,4,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_9p11.1b,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_9q12a,0,0,5,0,0,5,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,LTR25_9q13b,0,0,5,0,0,4,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_9q21.11h,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVH_11p15.4e,0,0,4,0,0,4,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVE_11q13.4b,0,0,3,0,0,3,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVH_13q31.1c,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_14q11.2d,0,0,2,0,0,2,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVL_14q12b,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVL_18q21.2c,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVEA_Xp22.33,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,HERVH_Yp11.2a,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_Yq11.221ab,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
ByCluster,L1FLnI_Yq11.223ca,0,0,1,0,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk,HML3_1q32.3a,1,0,0,1,0,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk,L1FLnI_2q11.1d,5,0,0,5,0,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk,HERVE_2q24.1c,2,0,0,2,0,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk,HERVE_3q21.2b,1,0,0,1,0,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk,HERVL_3q26.33,1,0,0,1,0,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk,HERVE_4p16.3a,2,0,0,2,0,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk,L1ORF2_8p23.2a,11,0,0,10,0,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk,HERVL_9p11.2,3,0,0,3,0,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk,HERVH_10p15.3a,1,0,0,1,0,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk,HERVL40_21p11.2f,3,0,0,3,0,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk,HML3_14_GL000009v2_random,1,0,0,1,0,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVL_1p21.1c,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_1p13.1b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_1q41b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVW_2q22.3,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVIP10FH_3p26.1a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_3p24.3d,0,2,0,0,2,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_3q11.2c,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,ERVLB4_3q21.2,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_4p15.1b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVL_4q22.3a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HML3_4q22.3a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HUERSP3B_4q34.3,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_5q11.2,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_6p12.3y,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HML3_6q11.1a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_6q12b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_6q12x,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HARLEQUIN_6q13,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_6q14.3ea,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,MER61_6q16.3d,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_6q22.1b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVL_6q25.2,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_7p21.3a,0,2,0,0,2,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,MER4_7p13,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HML2_7q22.2,0,2,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVL_7q31.1b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_7q31.31a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_7q31.33e,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HML3_7q36.1b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVW_7q36.1,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_8p12z,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HML5_9p23,0,2,0,0,2,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_10p15.3b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVL_10q21.1a,0,2,0,0,2,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVW_10q21.2b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HUERSP2_11p12b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_11q11m,0,2,0,0,2,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH48_11q21,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HML3_12q12a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_12q14.1v,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVL_12q21.1a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_12q21.2a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_13q21.2d,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVP71A_13q21.32,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_14q13.3b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVL_14q23.2,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_15q14c,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HML1_15q22.2,0,5,0,0,5,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_16q12.1b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_18q12.3a,0,3,0,0,3,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HML2_19p12a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_19p12k,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_21p11.2k,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_Xp21.3a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HML2_Xq12,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HML3_Xq13.2a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,MER41_Xq23c,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_Xq25c,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,MER4B_Xq27.2a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_Xq27.3b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_Xq28a,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_Yp11.2d,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,ERVLB4_Yq11.221b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,HERVH_Yq11.221b,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_Yq11.223c,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell,L1FLnI_Yq11.223ma,0,1,0,0,1,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HML2_1p36.21d,1,0,1,1,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,ERVLE_1q21.1b,19,0,8,19,0,8,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_1q21.1f,9,0,6,9,0,6,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVW_2p24.2,1,0,2,1,0,2,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_2p11.2q,8,0,8,8,0,8,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,ERVLB4_2q13b,2,0,1,2,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVL_2q24.3a,1,0,1,1,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HML5_6p22.3,1,0,1,1,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_8p23.1a,7,0,3,7,0,3,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVE_8p23.1d,1,0,1,1,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVL_8q23.2a,1,0,1,1,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_9q13a,2,0,2,2,0,2,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVH_10p12.33,1,0,1,1,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_11p15.5a,1,0,2,1,0,2,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_11p15.4b,8,0,7,8,0,7,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_15q11.2a,1,0,1,1,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HML2_16p11.2a,15,0,5,15,0,5,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HML2_16p11.2b,1,0,2,1,0,2,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVL66_21p11.2f,2,0,1,2,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,MER41_Xq11.1c,2,0,2,2,0,2,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,L1FLnI_Yq11.222j,1,0,1,1,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,ERVLB4_16_KI270728v1_random(b),1,0,1,1,0,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:ByCluster,HERVL66_22_KI270733v1_random(b),12,0,4,12,0,4,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_2p25.3,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_2q14.3ja,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_3p24.3a,0,2,2,0,2,2,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_3p12.2a,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,HERVEA_3q25.32,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_3q26.2d,0,1,2,0,1,2,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_4q28.3j,0,2,2,0,2,2,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_4q33a,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,HML2_6q14.1,0,3,2,0,3,2,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_6q22.31m,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_8p23.3d,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_9p23r,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_9p23ca,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_9q31.2,0,2,1,0,2,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_11p15.1e,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,MER41_11p15.1b,0,3,2,0,3,2,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_11q11f,0,1,2,0,1,2,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,HERVH_13q13.2,0,1,3,0,1,3,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_Xq21.31e,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
CellbyCell:ByCluster,L1FLnI_Xq21.33db,0,1,1,0,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell,HML3_14q32.32,1,6,0,1,6,0,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1FLnI_1p36.33b,60,4,21,56,4,19,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HML3_1p36.33,1,1,1,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,MER4B_1p36.33,207,207,207,197,197,197,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HARLEQUIN_1p36.33,83,81,89,78,77,84,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLE_1p36.32a,141,141,141,139,139,139,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HML4_1p36.32,1,1,1,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1FLnI_1p36.32a,5,5,5,5,5,5,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVH_1p36.32a,1,1,1,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVH_1p36.32b,5,7,5,5,7,5,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVH_1p36.32c,7,9,9,7,9,9,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLE_1p36.31a,1,1,1,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVFH21_1p36.31,111,111,111,99,99,99,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERV316A3_1p36.23,7,7,7,7,7,7,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1FLnI_1p36.23,45,43,45,45,43,45,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERV9_1p36.23,107,105,106,99,97,98,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HML3_1p36.23,405,405,405,361,361,361,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVFH21_1p36.23,2140,2140,2140,1256,1256,1256,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVFH19_1p36.23a,1,1,1,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVFH19_1p36.23b,13,13,13,11,11,11,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLB4_1p36.22,126,122,126,111,109,111,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVL_1p36.22a,5,5,5,5,5,5,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HUERSP1_1p36.22,12,12,12,11,11,11,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLE_1p36.22,11,11,11,11,11,11,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERV316A3_1p36.22a,2,2,2,2,2,2,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVL_1p36.22,325,316,326,308,299,309,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVH_1p36.21,6,10,10,6,10,10,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVIP10FH_1p36.21b,2,2,2,2,2,2,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1FLnI_1p36.21a,1,1,1,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1FLnI_1p36.21b,8,6,8,8,6,8,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1FLnI_1p36.21c,14,12,13,14,12,13,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLE_1p36.13b,35,17,30,33,17,29,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HUERSP3_1p36.13,166,166,166,158,158,158,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HML3_1p36.13b,24,22,23,21,19,20,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HUERSP1_1p36.13,4,4,4,4,4,4,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVK14C_1p36.13,1,1,1,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HML3_1p36.13c,2,1,1,2,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,LTR46_1p36.13,2,2,2,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,MER4_1p36.13,3,3,3,3,3,3,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVE_1p36.12,8,8,8,8,8,8,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLB4_1p36.12a,31,31,31,29,29,29,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLB4_1p36.12b,128,125,127,117,114,116,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,MER41_1p36.12,5,5,5,3,3,3,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLE_1p36.12,5,5,5,5,5,5,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVH_1p36.12,4,5,3,4,5,3,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1FLnI_1p36.11,6,6,7,6,6,7,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLB4_1p36.11,60,60,60,56,56,56,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1ORF2_1p36.11,344,235,344,318,214,318,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,MER41_1p36.11,34,34,34,32,32,32,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLE_1p36.11b,99,99,99,94,94,94,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLE_1p36.11d,40,40,40,40,40,40,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,MER41_1p35.3,1,1,1,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HARLEQUIN_1p35.3,113,113,112,103,102,102,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVL_1p35.3a,6,6,6,6,6,6,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVL_1p35.3b,1,1,1,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1FLnI_1p35.2a,18,18,18,18,18,18,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1FLnI_1p35.2b,15,14,19,15,14,19,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1FLnI_1p35.2c,12,10,11,12,10,11,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,L1FLnI_1p35.2d,9,8,15,9,8,15,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,MER34B_1p35.2,17,17,17,16,16,16,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVIP10F_1p35.2b,1,1,1,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVL_1p35.2,32,32,32,29,29,29,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,ERVLE_1p35.1a,6,6,6,4,4,4,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HUERSP3B_1p35.1,4,4,4,4,4,4,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVH_1p35.1,2,4,5,2,4,5,20k_PBMC_3p_HT_nextgem_Chromium_X
Pseudobulk:CellbyCell:ByCluster,HERVIP10FH_1p35.1,1,1,1,1,1,1,20k_PBMC_3p_HT_nextgem_Chromium_X
